0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
2,0.2
2,0.4
2,0.6
2,0.8
2,1
2,1.2
2,1.4
2,1.6
2,1.8
2,2
2,2.2
2,2.4
2,2.6
2,2.8
2,3
2,3.2
2,3.4
2,3.6
2,3.8
2,4
2,4.2
2,4.4
2,4.6
2,4.8
2,5
2,5.2
2,5.4
2,5.6
2,5.8
2,6
2,6.2
2,6.4
2,6.6
2,6.8
2,7
2,7.2
2,7.4
2,7.6
2,7.8
2,8
2,8.2
2,8.4
2,8.6
2,8.8
2,9
2,9.2
2,9.4
2,9.6
2,9.8
2,10
2,10.2
2,10.4
2,10.6
2,10.8
2,11
2,11.2
2,11.4
2,11.6
2,11.8
2,12
2,12.2
2,12.4
2,12.6
2,12.8
2,13
2,13.2
2,13.4
2,13.6
2,13.8
2,14
2,14.2
2,14.4
2,14.6
2,14.8
2,15
2,15.2
2,15.4
2,15.6
2,15.8
2,16
2,16.2
2,16.4
2,16.6
2,16.8
2,17
2,17.2
2,17.4
2,17.6
2,17.8
2,18
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
0,18.2
