830,102.302,0,6,2.517,3051,3020,2
830.1,102.302,0,6,2.517,3051,3020,2
830.2,102.302,0,6,2.517,3051,3020,2
830.3,102.302,0,6,2.517,3051,3020,2
830.4,102.302,0,6,2.517,3051,3020,2
830.5,102.302,0,6,2.517,3051,3020,2
830.6,102.302,0,6,2.517,3051,3020,2
830.7,102.302,0,6,2.517,3051,3020,2
830.8,102.302,0,6,2.517,3051,3020,2
830.9,102.302,0,6,2.517,3051,3020,2
831,102.302,0,6,2.517,3051,3020,2
831.1,102.302,0,6,2.517,3051,3020,2
831.2,102.302,0,6,2.517,3051,3020,2
831.3,102.302,0,6,2.517,3051,3020,2
831.4,102.302,0,6,2.527,3051,3020,2
831.5,102.302,0,6,2.546,3051,3020,2
831.6,102.302,0,6,2.576,3051,3020,2
831.7,102.302,0,6,2.621,3051,3020,2
831.8,102.302,0,6,2.684,3051,3020,2
831.9,102.315,0.127,6,2.753,3051,3020,2
832,102.334,0.189,6,2.836,3051,3020,2
832.1,102.357,0.236,6,2.934,3051,3020,2
832.2,102.383,0.259,6,3.049,3051,3020,2
832.3,102.41,0.266,6,3.183,3051,3020,2
832.4,102.437,0.274,6,3.334,3051,3020,2
832.5,102.466,0.29,6,3.502,3051,3020,2
832.6,102.496,0.301,6,3.687,3051,3020,2
832.7,102.526,0.292,6,3.889,3051,3020,2
832.8,102.553,0.27,6,4.109,3051,3020,2
832.9,102.578,0.255,6,4.346,3051,3020,2
833,102.605,0.267,6,4.597,3051,3020,2
833.1,102.636,0.312,6,4.857,3051,3020,2
833.2,102.675,0.385,6,5.122,3051,3020,2
833.3,102.722,0.477,6,5.388,3051,3020,2
833.4,102.78,0.58,6,5.654,3051,3020,2
833.5,102.849,0.689,6,5.916,3051,3020,2
833.6,102.929,0.8,6,6.171,3051,3020,2
833.7,103.02,0.911,6,6.415,3051,3020,2
833.8,103.122,1.022,6,6.644,3051,3020,2
833.9,103.235,1.131,6,6.858,3051,3020,2
834,103.359,1.238,6,7.055,3051,3020,2
834.1,103.494,1.343,6,7.239,3051,3020,2
834.2,103.638,1.446,6,7.411,3051,3020,2
834.3,103.793,1.547,6,7.574,3051,3020,2
834.4,103.957,1.645,6,7.731,3051,3020,2
834.5,104.132,1.742,6,7.881,3051,3020,2
834.6,104.315,1.836,6,8.023,3051,3020,2
834.7,104.508,1.927,6,8.153,3051,3020,2
834.8,104.709,2.016,6,8.27,3051,3020,2
834.9,104.92,2.103,6,8.373,3051,3020,2
835,105.139,2.188,6,8.465,3051,3020,2
835.1,105.366,2.27,6,8.547,3051,3020,2
835.2,105.601,2.35,6,8.62,3051,3020,2
835.3,105.843,2.428,6,8.684,3051,3020,2
835.4,106.094,2.503,6,8.742,3051,3020,2
835.5,106.351,2.576,6,8.793,3051,3020,2
835.6,106.616,2.647,6,8.84,3051,3020,2
835.7,106.888,2.715,6,8.883,3051,3020,2
835.8,107.166,2.781,6,8.924,3051,3020,2
835.9,107.45,2.845,6,8.965,3051,3020,2
836,107.741,2.907,6,9.007,3051,3020,2
836.1,108.037,2.966,6,9.052,3051,3020,2
836.2,108.34,3.022,6,9.099,3051,3020,2
836.3,108.647,3.077,6,9.146,3051,3020,2
836.4,108.96,3.129,6,9.192,3051,3020,2
836.5,109.278,3.179,6,9.231,3051,3020,2
836.6,109.601,3.226,6,9.258,3051,3020,2
836.7,109.928,3.271,6,9.273,3051,3020,2
836.8,110.259,3.314,6,9.275,3051,3020,2
836.9,110.595,3.355,6,9.267,3051,3020,2
837,110.934,3.393,6,9.251,3051,3020,2
837.1,111.277,3.429,6,9.226,3051,3020,2
837.2,111.623,3.463,6,9.194,3051,3020,2
837.3,111.973,3.494,6,9.155,3051,3020,2
837.4,112.325,3.523,6,9.112,3051,3020,2
837.5,112.68,3.549,6,9.065,3051,3020,2
837.6,113.037,3.574,6,9.016,3051,3020,2
837.7,113.397,3.596,6,8.967,3051,3020,2
837.8,113.758,3.615,6,8.918,3051,3020,2
837.9,114.122,3.633,6,8.873,3051,3020,2
838,114.486,3.648,6,8.831,3051,3020,2
838.1,114.852,3.66,6,8.793,3051,3020,2
838.2,115.219,3.671,6,8.759,3051,3020,2
838.3,115.587,3.679,6,8.729,3051,3020,2
838.4,115.956,3.684,6,8.7,3051,3020,2
838.5,116.325,3.688,6,8.67,3051,3020,2
838.6,116.693,3.689,6,8.638,3051,3020,2
838.7,117.062,3.687,6,8.606,3051,3020,2
838.8,117.431,3.684,6,8.575,3051,3020,2
838.9,117.798,3.678,6,8.551,3051,3020,2
839,118.165,3.669,6,8.537,3051,3020,2
839.1,118.531,3.657,6,8.53,3051,3020,2
839.2,118.895,3.642,6,8.527,3051,3020,2
839.3,119.258,3.624,6,8.52,3051,3020,2
839.4,119.618,3.601,6,8.507,3051,3020,2
839.5,119.975,3.572,6,8.486,3051,3020,2
839.6,120.328,3.535,6,8.46,3051,3020,2
839.7,120.677,3.488,6,8.433,3051,3020,2
839.8,121.02,3.428,6,8.41,3051,3020,2
839.9,121.356,3.357,6,8.396,3051,3020,2
840,121.684,3.283,6,8.392,3051,3020,2
840.1,122.005,3.214,6,8.399,3051,3020,2
840.2,122.322,3.161,6,8.411,3051,3020,2
840.3,122.634,3.125,6,8.422,3051,3020,2
840.4,122.945,3.105,6,8.429,3051,3020,2
840.5,123.254,3.096,6,8.431,3051,3020,2
840.6,123.564,3.094,6,8.427,3051,3020,2
840.7,123.873,3.095,6,8.417,3051,3020,2
840.8,124.183,3.097,6,8.403,3051,3020,2
840.9,124.493,3.098,6,8.389,3051,3020,2
841,124.802,3.098,6,8.379,3051,3020,2
841.1,125.112,3.096,6,8.382,3051,3020,2
841.2,125.421,3.091,6,8.401,3051,3020,2
841.3,125.73,3.084,6,8.44,3051,3020,2
841.4,126.037,3.074,6,8.498,3051,3020,2
841.5,126.343,3.062,6,8.574,3051,3020,2
841.6,126.648,3.048,6,8.662,3051,3020,2
841.7,126.951,3.033,6,8.757,3051,3020,2
841.8,127.253,3.018,6,8.855,3051,3020,2
841.9,127.553,3.005,6,8.949,3051,3020,2
842,127.853,2.996,6,9.038,3051,3020,2
842.1,128.153,2.994,6,9.12,3051,3020,2
842.2,128.453,3.001,6,9.195,3051,3020,2
842.3,128.754,3.013,6,9.264,3051,3020,2
842.4,129.057,3.029,6,9.328,3051,3020,2
842.5,129.361,3.046,6,9.386,3051,3020,2
842.6,129.668,3.065,6,9.437,3051,3020,2
842.7,129.977,3.091,6,9.477,3051,3020,2
842.8,130.29,3.128,6,9.503,3051,3020,2
842.9,130.608,3.183,6,9.509,3051,3020,2
843,130.934,3.263,6,9.494,3051,3020,2
843.1,131.271,3.368,6,9.458,3051,3020,2
843.2,131.619,3.48,6,9.403,3051,3020,2
843.3,131.976,3.567,6,9.335,3051,3020,2
843.4,132.335,3.595,6,9.261,3051,3020,2
843.5,132.691,3.553,6,9.19,3051,3020,2
843.6,133.036,3.459,6,9.127,3051,3020,2
843.7,133.371,3.347,6,9.075,3051,3020,2
843.8,133.696,3.247,6,9.033,3051,3020,2
843.9,134.013,3.172,6,8.997,3051,3020,2
844,134.326,3.126,6,8.966,3051,3020,2
844.1,134.637,3.112,6,8.936,3051,3020,2
844.2,134.95,3.135,6,8.904,3051,3020,2
844.3,135.271,3.202,6,8.863,3051,3020,2
844.4,135.602,3.311,6,8.809,3051,3020,2
844.5,135.946,3.446,6,8.739,3051,3020,2
844.6,136.305,3.584,6,8.65,3051,3020,2
844.7,136.675,3.702,6,8.539,3051,3020,2
844.8,137.054,3.79,6,8.406,3051,3020,2
