823,88.376,0,4,3.747,3021,3019,2
823.1,88.376,0,4,3.747,3021,3019,2
823.2,88.376,0,4,3.747,3021,3019,2
823.3,88.376,0,4,3.747,3021,3019,2
823.4,88.376,0,4,3.747,3021,3019,2
823.5,88.376,0,4,3.747,3021,3019,2
823.6,88.376,0,4,3.747,3021,3019,2
823.7,88.376,0,4,3.76,3021,3019,2
823.8,88.376,0,4,3.777,3021,3019,2
823.9,88.376,0,4,3.797,3021,3019,2
824,88.376,0,4,3.817,3021,3019,2
824.1,88.376,0,4,3.839,3021,3019,2
824.2,88.376,0,4,3.861,3021,3019,2
824.3,88.376,0,4,3.885,3021,3019,2
824.4,88.376,0,4,3.908,3021,3019,2
824.5,88.376,0,4,3.933,3021,3019,2
824.6,88.376,0,4,3.959,3021,3019,2
824.7,88.376,0,4,3.987,3021,3019,2
824.8,88.376,0,4,4.019,3021,3019,2
824.9,88.376,0,4,4.055,3021,3019,2
825,88.376,0,4,4.095,3021,3019,2
825.1,88.376,0,4,4.14,3021,3019,2
825.2,88.376,0,4,4.188,3021,3019,2
825.3,88.376,0,4,4.238,3021,3019,2
825.4,88.376,0,4,4.289,3021,3019,2
825.5,88.376,0,4,4.341,3021,3019,2
825.6,88.376,0,4,4.394,3021,3019,2
825.7,88.376,0,4,4.447,3021,3019,2
825.8,88.376,0,4,4.5,3021,3019,2
825.9,88.376,0,4,4.553,3021,3019,2
826,88.376,0,4,4.606,3021,3019,2
826.1,88.376,0,4,4.659,3021,3019,2
826.2,88.376,0,4,4.712,3021,3019,2
826.3,88.376,0,4,4.765,3021,3019,2
826.4,88.376,0,4,4.816,3021,3019,2
826.5,88.376,0,4,4.867,3021,3019,2
826.6,88.376,0,4,4.914,3021,3019,2
826.7,88.376,0,4,4.956,3021,3019,2
826.8,88.376,0,4,4.991,3021,3019,2
826.9,88.376,0,4,5.016,3021,3019,2
827,88.376,0,4,5.032,3021,3019,2
827.1,88.376,0,4,5.032,3021,3019,2
827.2,88.386,0.101,4,5.022,3021,3019,2
827.3,88.404,0.177,4,5.004,3021,3019,2
827.4,88.43,0.262,4,4.978,3021,3019,2
827.5,88.463,0.335,4,4.955,3021,3019,2
827.6,88.502,0.382,4,4.931,3021,3019,2
827.7,88.541,0.389,4,4.909,3021,3019,2
827.8,88.576,0.353,4,4.893,3021,3019,2
827.9,88.605,0.295,4,4.884,3021,3019,2
828,88.629,0.239,4,4.882,3021,3019,2
828.1,88.65,0.207,4,4.883,3021,3019,2
828.2,88.671,0.207,4,4.885,3021,3019,2
828.3,88.695,0.24,4,4.884,3021,3019,2
828.4,88.725,0.302,4,4.876,3021,3019,2
828.5,88.764,0.388,4,4.859,3021,3019,2
828.6,88.813,0.495,4,4.832,3021,3019,2
828.7,88.875,0.615,4,4.792,3021,3019,2
828.8,88.948,0.736,4,4.739,3021,3019,2
828.9,89.032,0.842,4,4.674,3021,3019,2
829,89.124,0.916,4,4.601,3021,3019,2
829.1,89.219,0.953,4,4.523,3021,3019,2
829.2,89.316,0.961,4,4.443,3021,3019,2
829.3,89.411,0.955,4,4.363,3021,3019,2
829.4,89.505,0.944,4,4.283,3021,3019,2
829.5,89.599,0.934,4,4.203,3021,3019,2
829.6,89.691,0.927,4,4.123,3021,3019,2
829.7,89.784,0.922,4,4.03,3021,3019,2
829.8,89.875,0.919,4,3.938,3021,3019,2
829.9,89.967,0.917,4,3.847,3021,3019,2
830,90.059,0.915,4,3.755,3021,3019,2
830.1,90.15,0.914,4,3.664,3021,3019,2
830.2,90.241,0.912,4,3.573,3021,3019,2
830.3,90.332,0.91,4,3.482,3021,3019,2
830.4,90.423,0.906,4,3.391,3021,3019,2
830.5,90.513,0.899,4,3.301,3021,3019,2
830.6,90.601,0.887,4,3.213,3021,3019,2
830.7,90.688,0.867,4,3.126,3021,3019,2
